epoch,optimizer_step,unscaled_loss,gradient_norm,learning_rate,accumulated_sample_ids,accumulated_micro_batches
1,1,0.9299240112304688,81.5467758178711,3.3333333333333335e-05,"[""train_0383"", ""train_1392"", ""train_0595"", ""train_0248"", ""train_0662"", ""train_0990"", ""train_0296"", ""train_0468"", ""train_0174"", ""train_0331"", ""train_0294"", ""train_1485"", ""train_0568"", ""train_1138"", ""train_1152"", ""train_0691""]",16
1,2,0.8400897979736328,89.51756286621094,5e-05,"[""train_1027"", ""train_1470"", ""train_0661"", ""train_0517"", ""train_0102"", ""train_1128"", ""train_1268"", ""train_1328"", ""train_1444"", ""train_0238"", ""train_0417"", ""train_1258"", ""train_0458"", ""train_0924"", ""train_1041"", ""train_1034""]",16
1,3,0.9990234375,54.14704895019531,6.666666666666667e-05,"[""train_0286"", ""train_1480"", ""train_1023"", ""train_0617"", ""train_1357"", ""train_1386"", ""train_0726"", ""train_1226"", ""train_1230"", ""train_0607"", ""train_0694"", ""train_0962"", ""train_0333"", ""train_0801"", ""train_0822"", ""train_0722""]",16
1,4,0.34766221046447754,4.530864715576172,8.333333333333334e-05,"[""train_0252"", ""train_1193"", ""train_0838"", ""train_0756"", ""train_0139"", ""train_0853"", ""train_0703"", ""train_0429"", ""train_1241"", ""train_1403"", ""train_0394"", ""train_0582"", ""train_0823"", ""train_1271"", ""train_0023"", ""train_1288""]",16
1,5,0.5781263709068298,4.295907020568848,0.0001,"[""train_1382"", ""train_0175"", ""train_0709"", ""train_1290"", ""train_1087"", ""train_1341"", ""train_0516"", ""train_1014"", ""train_0495"", ""train_0253"", ""train_0665"", ""train_0022"", ""train_0332"", ""train_0548"", ""train_1307"", ""train_0735""]",16
1,6,0.8007844686508179,5.526154041290283,0.0001,"[""train_1102"", ""train_0819"", ""train_1336"", ""train_0968"", ""train_1147"", ""train_0254"", ""train_0231"", ""train_0143"", ""train_0261"", ""train_1183"", ""train_1400"", ""train_0222"", ""train_1171"", ""train_0506"", ""train_0293"", ""train_1000""]",16
1,7,0.5976578593254089,2.9476187229156494,9.912280701754386e-05,"[""train_0586"", ""train_0836"", ""train_0512"", ""train_0037"", ""train_0945"", ""train_0752"", ""train_0679"", ""train_1278"", ""train_0128"", ""train_0798"", ""train_1264"", ""train_1091"", ""train_0421"", ""train_0392"", ""train_0663"", ""train_0048""]",16
1,8,0.09521496295928955,4.217477321624756,9.824561403508771e-05,"[""train_1334"", ""train_0894"", ""train_0880"", ""train_0217"", ""train_0505"", ""train_1012"", ""train_0715"", ""train_0308"", ""train_1107"", ""train_0306"", ""train_0854"", ""train_0170"", ""train_0534"", ""train_0004"", ""train_0433"", ""train_1285""]",16
